id,cds,amt,wday
10184,1,16.65,Sat
10184,2,33.98,Mon
10184,1,15.49,Mon
10185,1,12.99,Sun
10185,1,12.99,Wed
10185,1,12.58,Wed
10185,1,15.36,Thu
10185,2,17.48,Thu
10193,1,17.9,Thu
10193,2,15.98,Sun
10193,1,14.99,Fri
10193,1,14.99,Sun
10193,1,11.88,Tue
10218,5,186.42,Fri
10218,3,43.3,Sat
10218,2,38.13,Wed
10218,6,147.44,Sun
10218,4,51.46,Sun
10219,1,13.99,Mon
10219,2,18.38,Sat
10219,1,12.49,Mon
10219,2,18.26,Mon
10219,2,24.98,Thu
10236,1,16.99,Fri
10236,1,29.49,Tue
10236,1,9.49,Sat
10236,1,14.99,Sat
10236,2,10.98,Tue
10242,2,24.98,Mon
10242,1,12.99,Fri
10242,1,12.58,Fri
10242,1,14.99,Wed
10242,1,13.49,Fri
10246,1,13.99,Fri
10246,1,5.78,Sun
10246,2,19.96,Sat
10246,1,12.99,Thu
10246,1,14.49,Thu
10248,2,40.74,Fri
10248,3,36.44,Tue
10248,2,20.74,Wed
10248,1,28.3,Wed
10248,2,30.42,Tue
10258,2,19.98,Sun
10258,1,14.49,Mon
10258,1,13.99,Wed
10258,3,37.97,Sun
10258,1,11.77,Wed
10267,1,14.96,Fri
10267,1,14.96,Thu
10267,2,27.48,Fri
10267,1,8.49,Sun
10267,1,15.49,Sun
10268,2,26.48,Mon
10268,1,10.49,Thu
10268,5,75.45,Wed
10268,5,68.45,Mon
10268,2,24.48,Tue
10290,2,29.67,Fri
10290,2,26.46,Tue
10290,1,14.99,Sun
10290,2,39.98,Thu
10290,1,9.77,Mon
10294,5,75.95,Mon
10294,4,49.96,Sat
10294,1,11.49,Thu
10294,2,17.54,Fri
10294,2,18.54,Tue
10295,2,36.07,Sat
10295,3,40.9,Mon
10295,4,41.46,Mon
10295,2,30.32,Tue
10295,3,35.31,Fri
10302,2,24.98,Tue
10302,2,23.06,Thu
10302,1,20.99,Wed
10302,1,13.97,Wed
10302,1,14.96,Sun
10306,2,23.76,Fri
10306,4,60.49,Wed
10306,11,149.94,Sat
10306,5,75.53,Mon
10306,3,40.51,Sun
10310,1,11.77,Fri
10310,1,9.99,Sat
10310,4,50.87,Wed
10310,1,7.97,Tue
10310,1,12.99,Sat
10327,1,12.99,Wed
10327,2,35.35,Fri
10327,1,22.77,Sat
10327,1,12.97,Sun
10327,2,25.98,Thu
10328,1,14.99,Sun
10328,1,12.58,Sat
10328,1,15.49,Sun
10328,1,15.36,Mon
10328,2,28.13,Fri
10339,1,65.49,Sat
10339,2,33.98,Tue
10339,1,30.49,Sat
10339,1,13.49,Fri
10339,1,32.49,Sat
10344,1,13.99,Sat
10344,6,86.94,Thu
10344,5,63.45,Tue
10344,4,54.96,Fri
10344,1,20.99,Wed
10347,4,70.46,Tue
10347,4,69.46,Sun
10347,5,61.45,Wed
10347,2,34.98,Sat
10347,3,44.88,Wed
10355,15,207.02,Sun
10355,1,11.77,Fri
10355,13,255.35,Thu
10355,10,154.18,Sat
10355,1,41.9,Tue
10358,2,24.13,Fri
10358,2,24.13,Fri
10358,2,35.76,Sun
10358,1,13.37,Wed
10358,1,13.57,Mon
10366,3,38.69,Fri
10366,1,9.97,Fri
10366,2,29.92,Thu
10366,3,41.71,Tue
10366,1,11.49,Fri
10370,7,90.43,Tue
10370,3,37.25,Fri
10370,2,26.98,Mon
10370,3,41.47,Sun
10370,3,41.12,Fri
10385,1,14.96,Mon
10385,1,9.98,Thu
10385,1,15.36,Sat
10385,1,11.77,Fri
10385,1,13.97,Sat
10399,2,29.98,Fri
10399,2,37.96,Mon
10399,1,19.97,Tue
10399,2,23.54,Fri
10399,2,28.93,Tue
10406,2,22.13,Fri
10406,1,14.37,Fri
10406,3,39.9,Wed
10406,1,20.97,Thu
10406,1,8.97,Thu
10412,2,27.28,Tue
10412,3,41.25,Mon
10412,2,18.98,Thu
10412,2,42.48,Sat
10412,2,22.05,Fri
10427,1,14.79,Fri
10427,2,28.74,Fri
10427,3,44.29,Wed
10427,2,27.94,Mon
10427,3,43.49,Thu
10432,2,30.98,Sun
10432,3,36.65,Mon
10432,2,35.48,Fri
10432,1,11.77,Mon
10432,2,25.16,Sat
10446,2,23.98,Thu
10446,4,57.96,Sun
10446,2,27.48,Wed
10446,10,146.4,Fri
10446,7,92.93,Sat
10447,1,9.97,Fri
10447,1,13.77,Thu
10447,1,13.77,Mon
10447,1,10.77,Wed
10447,2,26.73,Mon
10455,5,70.83,Sun
10455,5,97.45,Wed
10455,7,102.94,Thu
10455,6,77.94,Sun
10455,6,80.14,Mon
10456,1,49.37,Fri
10456,1,20.99,Tue
10456,1,14.79,Mon
10456,3,35.47,Mon
10456,3,33.97,Thu
10461,2,30.72,Fri
10461,3,37.9,Sat
10461,5,52.67,Wed
10461,6,66.23,Wed
10461,2,23.34,Thu
10468,1,5.49,Sat
10468,1,15.49,Wed
10468,3,48.47,Sat
10468,1,20.97,Wed
10468,1,15.49,Mon
10469,4,66.46,Mon
10469,5,70.37,Sat
10469,2,25.98,Sun
10469,1,6.78,Fri
10469,3,48.66,Sun
10471,4,50.46,Mon
10471,1,10.77,Fri
10471,1,22.97,Sat
10471,2,35.74,Wed
10471,5,150.53,Sun
10473,5,51.85,Fri
10473,4,49.87,Mon
10473,5,66.44,Sun
10473,6,95.94,Tue
10473,5,67.45,Tue
10475,2,31.48,Wed
10475,1,15.99,Sun
10475,1,11.88,Thu
10475,2,29.48,Mon
10475,3,56.36,Mon
10499,1,11.88,Thu
10499,5,67.84,Sun
10499,1,12.99,Tue
10499,4,52.67,Sun
10499,3,49.48,Sat
10515,3,35.23,Sat
10515,3,64.01,Sat
10515,3,41.69,Fri
10515,4,49.96,Thu
10515,2,26.98,Fri
10516,2,29.48,Sat
10516,3,70.97,Sat
10516,1,30.99,Wed
10516,4,74.46,Thu
10516,2,26.98,Sun
10518,1,10.49,Tue
10518,5,97.95,Thu
10518,1,19.99,Tue
10518,1,14.96,Thu
10518,2,32.96,Fri
10529,2,29.96,Sat
10529,2,30.69,Sat
10529,2,92.74,Wed
10529,2,25.74,Fri
10529,1,13.97,Mon
10530,2,24.48,Sat
10530,6,74.92,Sat
10530,5,59.95,Sun
10530,3,41.47,Fri
10530,3,56.97,Sun
10533,3,45.29,Thu
10533,1,9.49,Fri
10533,15,203.85,Fri
10533,2,14.98,Thu
10533,3,41.69,Mon
10536,1,31.49,Sun
10536,4,47.46,Mon
10536,5,67.45,Tue
10536,2,32.48,Tue
10536,1,12.49,Sat
10539,2,49.98,Sat
10539,1,14.96,Sun
10539,3,130.51,Mon
10539,6,109.94,Sat
10539,1,11.88,Thu
10544,2,26.73,Sat
10544,2,25.74,Sat
10544,3,44.29,Wed
10544,3,46.28,Mon
10544,2,38.13,Thu
10546,1,9.99,Sun
10546,2,29.48,Thu
10546,1,13.49,Sat
10546,3,35.31,Mon
10546,1,6.49,Sat
10549,2,20.48,Thu
10549,1,14.49,Sat
10549,1,13.97,Sat
10549,1,15.36,Wed
10549,2,30.48,Fri
10550,6,83.94,Thu
10550,1,24.49,Wed
10550,1,14.49,Fri
10550,4,60.46,Thu
10550,5,61.45,Sat
10560,11,152.08,Sat
10560,16,272.88,Thu
10560,3,41.47,Fri
10560,4,59.96,Sat
10560,1,12.99,Sat
10588,7,93.62,Sat
10588,3,41.47,Sun
10588,7,95.89,Wed
10588,2,71.74,Sat
10588,5,65.95,Thu
10600,2,21.98,Wed
10600,3,34.97,Mon
10600,1,13.99,Thu
10600,2,14.98,Tue
10600,1,11.99,Sun
10603,1,12.99,Fri
10603,1,12.99,Fri
10603,5,440.45,Thu
10603,6,73.56,Thu
10603,5,65.67,Tue
10606,2,27.94,Thu
10606,2,28.73,Fri
10606,2,24.14,Sat
10606,2,27.53,Sun
10606,2,26.98,Sun
10609,2,21.87,Fri
10609,4,62.46,Sat
10609,4,81.03,Wed
10609,1,24.77,Sat
10609,4,49.48,Sun
10613,3,78.47,Sat
10613,5,60.95,Sun
10613,1,11.49,Mon
10613,3,36.34,Thu
10613,2,39.87,Sat
10622,14,220.96,Sat
10622,5,70.43,Mon
10622,5,100.95,Tue
10622,1,21.49,Sat
10622,11,236.39,Wed
10630,1,12.99,Sun
10630,1,14.37,Tue
10630,1,14.37,Sat
10630,3,34.51,Wed
10630,1,19.99,Wed
10639,1,29.49,Sun
10639,2,58.98,Sun
10639,4,56.96,Sun
10639,2,30.98,Thu
10639,3,40.97,Sat
10640,2,24.98,Thu
10640,3,43.7,Sun
10640,3,31.97,Thu
10640,4,48.88,Sat
10640,3,22.31,Tue
10644,5,85.85,Thu
10644,2,29.13,Sat
10644,3,39.5,Wed
10644,2,28.93,Sun
10644,5,77.64,Sat
10645,2,31.49,Sun
10645,1,14.99,Tue
10645,3,44.12,Fri
10645,2,32.6,Sat
10645,2,26.94,Sat
10654,2,24.48,Sun
10654,2,29.33,Sat
10654,5,76.45,Sat
10654,2,14.98,Thu
10654,5,69.95,Fri
10661,2,28.74,Sat
10661,2,30.32,Sun
10661,2,22.75,Sat
10661,1,2.99,Sat
10661,1,2.99,Mon
10671,2,24.54,Sun
10671,1,12.77,Sat
10671,1,12.99,Fri
10671,1,12.99,Sun
10671,2,25.48,Wed
10678,3,39.44,Sat
10678,3,44.7,Tue
10678,1,11.77,Fri
10678,4,42.69,Fri
10678,1,13.99,Sat
10692,1,14.49,Sun
10692,1,12.99,Wed
10692,1,12.99,Wed
10692,1,11.88,Tue
10692,2,49.98,Sun
10699,6,82.94,Mon
10699,3,40.47,Fri
10699,2,46.14,Tue
10699,2,29.78,Fri
10699,1,14.96,Thu
10703,3,38.97,Tue
10703,6,79.44,Wed
10703,1,12.99,Wed
10703,3,36.97,Sun
10703,8,113.42,Wed
10719,4,89.96,Tue
10719,5,60.04,Wed
10719,6,88.38,Mon
10719,6,83.6,Sat
10719,3,68.77,Fri
10720,3,27.15,Sat
10720,2,28.93,Mon
10720,2,27.94,Tue
10720,2,27.94,Wed
10720,2,26.73,Sat
10721,3,41.71,Sat
10721,3,36.31,Thu
10721,3,41.1,Sun
10721,1,11.77,Tue
10721,2,56.74,Tue
10737,1,11.77,Sat
10737,2,24.98,Sat
10737,1,13.99,Tue
10737,1,11.49,Mon
10737,1,11.18,Sat
10739,1,14.96,Sat
10739,1,15.36,Tue
10739,2,25.98,Sat
10739,3,42.97,Sat
10739,4,51.96,Sun
10744,1,9.49,Mon
10744,1,16.99,Wed
10744,1,16.99,Thu
10744,1,19.49,Mon
10744,1,17.99,Thu
10755,2,25.98,Sat
10755,2,26.48,Sat
10755,5,54.88,Sun
10755,3,17.57,Sat
10755,2,28.13,Mon
10768,4,52.96,Sat
10768,2,21.48,Sat
10768,1,9.49,Sat
10768,2,64.48,Wed
10768,1,15.49,Wed
10770,1,11.49,Sat
10770,1,11.49,Sun
10770,1,35.28,Thu
10770,1,15.49,Mon
10770,1,11.77,Sat
10774,1,17.49,Sat
10774,1,16.99,Sat
10774,1,9.99,Sun
10774,1,9.49,Sat
10774,1,19.99,Sat
10797,4,53.46,Tue
10797,2,22.98,Mon
10797,1,15.49,Sun
10797,1,9.98,Sat
10797,1,15.36,Sun
10800,1,17.99,Sun
10800,2,26.48,Mon
10800,1,6.79,Sat
10800,1,17.9,Sun
10800,1,69.99,Sun
10805,2,35.34,Tue
10805,6,136.57,Tue
10805,2,23.94,Sat
10805,2,12.78,Mon
10805,3,46.7,Wed
10811,1,9.49,Sun
10811,2,46.48,Fri
10811,1,9.49,Wed
10811,1,12.49,Sat
10811,1,10.77,Fri
10813,1,9.97,Sat
10813,2,26.73,Thu
10813,2,29.75,Sun
10813,2,26.56,Mon
10813,4,54.96,Sat
10820,2,53.98,Thu
10820,2,78.98,Tue
10820,3,76.97,Sat
10820,2,55.48,Fri
10820,3,45.29,Sun
10822,3,40.29,Fri
10822,2,30.48,Tue
10822,3,35.97,Wed
10822,1,10.77,Sat
10822,1,13.97,Wed
10823,5,63.64,Sat
10823,2,25.13,Sat
10823,4,55.46,Sat
10823,1,13.97,Sat
10823,3,49.31,Wed
10828,4,51.96,Mon
10828,1,11.77,Sat
10828,1,15.36,Sat
10828,1,14.79,Sat
10828,2,28.98,Sat
10855,4,54.96,Mon
10855,8,102.92,Wed
10855,2,29.73,Wed
10855,4,60.96,Mon
10855,5,70.43,Thu
10856,4,47.3,Sun
10856,1,29.99,Fri
10856,4,58.46,Thu
10856,2,30.32,Sat
10856,6,82.62,Sat
10858,4,40.28,Sat
10858,4,53.3,Thu
10858,1,14.99,Tue
10858,2,23.94,Sat
10858,3,34.97,Sun
10863,1,12.99,Sun
10863,1,16.99,Fri
10863,3,43.47,Tue
10863,1,11.77,Mon
10863,2,41.98,Thu
10864,3,40.9,Sat
10864,1,15.36,Sat
10864,1,14.79,Thu
10864,1,13.97,Wed
10864,1,12.25,Mon
10879,1,11.88,Tue
10879,1,14.49,Tue
10879,1,11.88,Sat
10879,1,12.99,Wed
10879,2,29.98,Sat
10882,4,57.94,Sun
10882,6,89,Mon
10882,7,116.8,Thu
10882,7,102.97,Wed
10882,3,41.47,Fri
10887,2,22.75,Sun
10887,3,40.72,Wed
10887,2,30.92,Mon
10887,1,9.99,Wed
10887,1,27.99,Mon
10889,2,30.33,Thu
10889,1,9.98,Sat
10889,2,29.92,Tue
10889,1,11.77,Mon
10889,1,7.78,Mon
10892,6,89.21,Sun
10892,1,7.98,Tue
10892,1,13.99,Wed
10892,3,38.88,Sun
10892,5,69.23,Sat
10893,1,11.88,Sun
10893,2,26.98,Mon
10893,1,12.99,Wed
10893,1,10.99,Sun
10893,1,35.49,Sat
10895,1,12.49,Sun
10895,2,26.86,Wed
10895,3,51.37,Mon
10895,1,9.77,Sat
10895,1,12.25,Sat
10902,5,63.95,Sat
10902,9,108.5,Sat
10902,5,67.45,Fri
10902,7,86.93,Sun
10902,1,13.99,Sun
10904,2,20.48,Mon
10904,1,12.99,Sun
10904,2,25.16,Thu
10904,1,15.36,Sat
10904,1,15.36,Thu
10924,4,57.08,Sun
10924,4,58.26,Thu
10924,6,78.2,Thu
10924,7,101.93,Thu
10924,6,80.44,Tue
10930,1,11.49,Mon
10930,2,59.93,Tue
10930,5,95.1,Wed
10930,5,70.62,Sun
10930,3,30.63,Thu
10947,2,27.94,Tue
10947,2,45.54,Mon
10947,2,25.98,Thu
10947,6,76.28,Tue
10947,2,27.34,Wed
10949,2,21.14,Sat
10949,2,28.53,Fri
10949,2,32.52,Thu
10949,2,31.52,Sun
10949,1,13.37,Sun
10951,1,13.99,Sat
10951,2,20.98,Mon
10951,1,14.96,Sat
10951,1,17.96,Sat
10951,2,25.98,Wed
10954,4,51.74,Thu
10954,4,51.55,Sat
10954,5,44.95,Thu
10954,3,41.47,Sun
10954,3,42.9,Sat
10965,1,19.99,Sun
10965,1,29.99,Sun
10965,1,15.99,Wed
10965,3,34.24,Thu
10965,1,22.38,Sun
10967,2,29.19,Sun
10967,5,75.95,Sun
10967,1,6.79,Wed
10967,1,15.36,Mon
10967,1,14.49,Wed
10969,1,12.58,Mon
10969,1,14.49,Tue
10969,1,14.49,Tue
10969,1,12.58,Thu
10969,1,19.49,Wed
10973,6,89.06,Sun
10973,4,49.29,Thu
10973,1,9.98,Thu
10973,1,56.77,Tue
10973,3,101.47,Sun
10974,1,46.99,Fri
10974,1,13.99,Sun
10974,2,28.74,Sun
10974,1,14.79,Tue
10974,1,8.97,Tue
10977,5,74.95,Sun
10977,4,61.96,Mon
10977,1,14.49,Tue
10977,2,30.48,Fri
10977,6,74.33,Thu
10983,1,12.49,Mon
10983,2,28.48,Mon
10983,2,24.98,Sun
10983,2,16.98,Thu
10983,2,24.48,Tue
10984,1,12.58,Sat
10984,1,11.88,Mon
10984,1,12.99,Fri
10984,1,12.99,Fri
10984,1,12.99,Mon
10992,2,27.45,Sun
10992,1,15.36,Sun
10992,1,16.99,Mon
10992,1,8.97,Mon
10992,1,8.77,Mon
10996,1,17.76,Sun
10996,2,39.54,Mon
10996,1,14.37,Mon
10996,1,13.99,Fri
10996,2,24.48,Thu
10997,4,37.72,Fri
10997,3,23.74,Mon
10997,2,14.75,Wed
10997,1,9.98,Sun
10997,1,5.49,Fri
11003,1,9.77,Sun
11003,2,24.73,Mon
11003,2,32.32,Thu
11003,2,23.54,Fri
11003,1,14.96,Tue
11006,4,46.89,Sun
11006,1,11.77,Sun
11006,4,52.28,Mon
11006,5,74.95,Mon
11006,1,17.49,Thu
11017,2,24.98,Sat
11017,1,33.99,Sat
11017,3,39.97,Sun
11017,2,20.98,Wed
11017,2,27.48,Fri
11021,5,78.45,Sun
11021,4,59.39,Sat
11021,4,49.63,Thu
11021,1,11.99,Thu
11021,2,27.48,Tue
11024,2,11.98,Sun
11024,2,15.98,Sat
11024,1,14.49,Wed
11024,6,48.94,Sun
11024,2,22.54,Sun
11033,3,66.97,Sun
11033,7,92.97,Tue
11033,7,94.58,Fri
11033,7,87.99,Fri
11033,6,67.42,Sat
11044,3,54.97,Sun
11044,2,40.48,Mon
11044,3,42.17,Sun
11044,3,118.72,Thu
11044,1,35.49,Fri
11055,7,91.21,Fri
11055,6,67.83,Mon
11055,6,80.81,Thu
11055,4,58.91,Sun
11055,2,30.32,Thu
11063,2,18.54,Sun
11063,2,26.55,Wed
11063,1,12.78,Tue
11063,3,38.5,Sun
11063,3,33.51,Wed
11066,6,77.94,Thu
11066,1,12.99,Sat
11066,1,12.99,Sun
11066,4,44.96,Fri
11066,1,14.96,Mon
11069,1,12.58,Sun
11069,2,26.98,Fri
11069,1,14.99,Mon
11069,3,41.97,Fri
11069,1,13.99,Sat
11076,2,24.74,Sun
11076,1,14.96,Sun
11076,3,34.71,Mon
11076,1,14.42,Sun
11076,1,14.49,Fri
11093,4,49.54,Wed
11093,1,23.99,Sun
11093,1,14.99,Mon
11093,1,9.49,Sat
11093,1,29.99,Fri
11096,4,53.47,Sun
11096,1,14.99,Wed
11096,2,51.98,Mon
11096,4,54.96,Sat
11096,2,29.98,Fri
11098,3,40.9,Sun
11098,1,13.97,Sat
11098,1,12.97,Mon
11098,1,14.99,Mon
11098,1,11.88,Tue
11106,2,24.67,Sun
11106,2,26.34,Mon
11106,2,40.98,Mon
11106,1,17.9,Thu
11106,2,43.43,Mon
11107,7,109.43,Mon
11107,1,24.99,Sat
11107,2,29.98,Wed
11107,2,35.2,Sun
11107,2,49.98,Sun
11109,2,69.54,Fri
11109,2,30.72,Sun
11109,9,144.1,Mon
11109,4,65.28,Tue
11109,4,67.48,Sat
11113,2,18.76,Sun
11113,1,12.77,Wed
11113,1,12.79,Wed
11113,1,14.96,Mon
11113,1,12.49,Wed
11120,1,14.96,Sat
11120,1,75,Sun
11120,1,11.77,Sun
11120,2,31.95,Sun
11120,2,30.32,Sat
11121,2,27.48,Fri
11121,2,26.74,Sun
11121,1,20.99,Mon
11121,2,28.74,Sat
11121,1,11.77,Thu
11129,1,11.99,Wed
11129,1,14.42,Wed
11129,2,28.34,Tue
11129,2,20.54,Sun
11129,3,38.11,Sun
11131,1,6.79,Fri
11131,1,11.78,Sat
11131,1,12.49,Tue
11131,4,26.15,Thu
11131,3,58.57,Fri
11146,2,33.72,Sun
11146,2,28.93,Sat
11146,1,14.96,Thu
11146,3,47.97,Wed
11146,1,13.49,Mon
11149,1,11.77,Sun
11149,1,14.37,Wed
11149,2,29.47,Sat
11149,1,9.99,Sun
11149,1,13.99,Mon
11152,3,38.31,Fri
11152,2,32.26,Sun
11152,5,67.57,Sat
11152,1,13.97,Sat
11152,1,14.99,Mon
11155,2,28.48,Sun
11155,3,50.97,Sun
11155,1,23.99,Sun
11155,1,39.7,Sun
11155,1,25.99,Wed
11159,1,27.97,Sun
11159,1,20.99,Mon
11159,1,11.77,Tue
11159,3,51.34,Sat
11159,1,14.49,Tue
11164,1,17.3,Sun
11164,1,13.97,Tue
11164,2,25.74,Sat
11164,1,14.37,Sun
11164,1,15.36,Sun
11166,3,41.91,Thu
11166,1,13.97,Tue
11166,3,41.91,Fri
11166,1,13.97,Wed
11166,3,41.91,Thu
11171,1,14.37,Tue
11171,1,10.77,Tue
11171,2,29.92,Mon
11171,2,24.48,Mon
11171,2,22.98,Fri
11172,1,13.99,Sat
11172,1,9.99,Fri
11172,1,14.99,Mon
11172,2,19.78,Wed
11172,1,13.97,Tue
11174,1,18.36,Sun
11174,1,12.58,Sun
11174,1,17.99,Wed
11174,1,11.49,Fri
11174,1,14.49,Thu
11191,1,18.76,Fri
11191,2,19.56,Mon
11191,2,17.55,Thu
11191,3,38.9,Fri
11191,1,13.97,Sun
11213,5,79.63,Thu
11213,8,140.2,Sat
11213,4,97.08,Wed
11213,1,22.77,Fri
11213,2,43.8,Thu
11222,1,21.49,Wed
11222,1,19.99,Sat
11222,4,58.46,Fri
11222,5,56.95,Wed
11222,1,9.99,Sun
11225,2,28.07,Mon
11225,1,24.49,Tue
11225,3,46.75,Thu
11225,1,24.49,Thu
11225,4,89.96,Wed
11235,3,37.47,Mon
11235,3,39.97,Wed
11235,4,52.46,Tue
11235,3,41.47,Tue
11235,4,52.88,Mon
11241,2,23.94,Fri
11241,1,15.36,Mon
11241,1,11.77,Fri
11241,1,9.49,Fri
11241,1,13.97,Mon
11245,1,219.37,Thu
11245,3,171.51,Thu
11245,3,161.5,Sun
11245,1,81.37,Tue
11245,1,219.77,Tue
11247,2,28.76,Mon
11247,3,44.94,Sat
11247,4,54.08,Wed
11247,5,66.64,Mon
11247,1,13.99,Wed
11249,10,125.58,Tue
11249,6,78.94,Wed
11249,5,54.54,Thu
11249,3,44.12,Mon
11249,18,301.45,Tue
11251,2,27.94,Mon
11251,3,40.71,Tue
11251,4,46.68,Tue
11251,5,64.95,Thu
11251,4,56.46,Mon
11262,2,33.72,Mon
11262,2,27.36,Fri
11262,1,9.49,Thu
11262,1,17.99,Fri
11262,1,11.49,Sun
11272,1,5.99,Thu
11272,2,28.74,Mon
11272,1,13.97,Fri
11272,1,16.99,Thu
11272,1,11.88,Mon
11277,3,37.47,Mon
11277,2,26.73,Thu
11277,2,39.35,Tue
11277,1,14.96,Sat
11277,1,4.75,Thu
11279,2,27.37,Tue
11279,2,24.46,Tue
11279,4,52.35,Mon
11279,1,11.88,Thu
11279,7,93.77,Sun
11285,1,21.49,Sat
11285,3,31.47,Tue
11285,1,15.49,Sat
11285,1,14.37,Mon
11285,1,11.77,Sat
11288,6,83.94,Sun
11288,7,72.82,Wed
11288,9,118.91,Tue
11288,9,116.91,Wed
11288,9,119.41,Mon
11292,2,29.92,Mon
11292,8,120.33,Tue
11292,1,15.99,Mon
11292,5,66.82,Tue
11292,5,76.01,Tue
11296,1,14.49,Thu
11296,2,24.48,Fri
11296,3,35.95,Thu
11296,2,24.37,Thu
11296,3,29.32,Mon
11298,4,57.46,Wed
11298,2,20.98,Wed
11298,1,22.49,Fri
11298,2,18.98,Sat
11298,3,54.47,Wed
11306,1,12.77,Mon
11306,1,12.25,Tue
11306,3,26.97,Mon
11306,1,16.49,Thu
11306,1,9.49,Sat
11311,4,50.96,Sun
11311,1,15.99,Mon
11311,2,28.74,Tue
11311,3,43.3,Sun
11311,3,39.7,Sun
11326,8,104.2,Sun
11326,8,99.92,Mon
11326,7,88.93,Tue
11326,1,29.99,Thu
11326,4,55.07,Sun
11335,2,23.54,Wed
11335,4,59.71,Fri
11335,5,47.26,Wed
11335,2,20.55,Thu
11335,4,51.35,Mon
11340,1,2.99,Thu
11340,2,7.48,Sat
11340,1,2.99,Fri
11340,1,9.99,Tue
11340,1,13.97,Fri
11341,3,39.47,Wed
11341,2,31.98,Sat
11341,1,11.49,Wed
11341,9,101.41,Sat
11341,1,13.99,Sat
11363,1,13.97,Thu
11363,3,49.97,Fri
11363,1,14.96,Fri
11363,1,13.98,Wed
11363,1,9.99,Mon
11364,2,20.96,Thu
11364,3,37.47,Tue
11364,4,51.46,Tue
11364,2,24.98,Sun
11364,3,38.47,Sun
11369,1,11.49,Wed
11369,1,24.49,Mon
11369,5,69.45,Tue
11369,2,25.48,Mon
11369,4,50.46,Mon
11371,6,82.03,Tue
11371,4,73.96,Sun
11371,1,12.99,Sun
11371,1,19.99,Tue
11371,1,21.68,Wed
11382,1,31.99,Mon
11382,1,14.99,Mon
11382,1,17.99,Sat
11382,1,11.49,Sat
11382,2,31.48,Sun
11390,7,83.19,Tue
11390,3,58.7,Sat
11390,3,39.93,Fri
11390,8,113.76,Sat
11390,1,14.96,Sun
11404,5,73.67,Sun
11404,3,54.97,Fri
11404,1,32.7,Tue
11404,1,13.99,Thu
11404,1,13.99,Thu
11421,2,22.94,Mon
11421,1,14.96,Wed
11421,2,61.74,Sun
11421,2,28.34,Sat
11421,1,14.79,Sun
11422,1,14.49,Tue
11422,1,16.99,Fri
11422,1,17.99,Thu
11422,1,26.99,Fri
11422,1,14.37,Mon
11425,1,14.99,Fri
11425,2,23.98,Mon
11425,1,13.99,Sat
11425,1,20.99,Tue
11425,1,18.99,Sat
11454,1,6.79,Mon
11454,2,13.58,Tue
11454,2,28.34,Wed
11454,1,14.99,Tue
11454,1,13.77,Mon
11466,4,44.46,Sun
11466,1,10.49,Sat
11466,4,63.68,Sun
11466,2,24.74,Sat
11466,1,45.13,Fri
11471,3,34.71,Tue
11471,4,53.88,Sat
11471,2,24.48,Sat
11471,1,26.99,Fri
11471,2,22.98,Mon
11475,7,118.01,Tue
11475,1,9.98,Mon
11475,2,28.33,Fri
11475,7,108.99,Mon
11475,3,33.51,Sun
11481,2,14.98,Fri
11481,2,16.98,Thu
11481,1,12.99,Sat
11481,1,10.77,Mon
11481,1,15.36,Mon
11482,10,148.65,Tue
11482,13,166.03,Tue
11482,10,135.4,Mon
11482,8,119.95,Thu
11482,7,91.79,Tue
11483,8,143.15,Tue
11483,4,57.67,Fri
11483,6,94.94,Wed
11483,6,108.94,Thu
11483,2,24.98,Thu
11489,2,23.73,Tue
11489,2,29.73,Mon
11489,3,42.09,Fri
11489,2,25.54,Thu
11489,3,42.7,Wed
11494,7,100.32,Mon
11494,4,60.96,Fri
11494,7,102.99,Fri
11494,10,141.86,Wed
11494,7,95.39,Tue
11499,8,97.68,Tue
11499,2,26.48,Tue
11499,1,15.49,Thu
11499,2,22.98,Sat
11499,2,39.98,Sun
11501,3,58.47,Mon
11501,6,111.94,Sun
11501,2,123.98,Sat
11501,3,36.7,Fri
11501,6,127.61,Thu
11508,3,39.7,Tue
11508,3,36.71,Sat
11508,2,28.93,Thu
11508,3,42.47,Tue
11508,3,41.97,Sat
11513,6,90.44,Mon
11513,6,74.62,Wed
11513,1,14.37,Tue
11513,10,162.4,Thu
11513,3,43.47,Mon
11515,4,47.46,Tue
11515,1,25.49,Mon
11515,2,27.98,Wed
11515,18,327.65,Tue
11515,1,14.96,Wed
11519,20,264.69,Fri
11519,5,72.63,Fri
11519,5,60.95,Fri
11519,3,32.97,Wed
11519,3,39.47,Wed
11521,1,9.77,Tue
11521,1,15.36,Mon
11521,1,9.77,Fri
11521,2,27.98,Thu
11521,2,19.56,Thu
11524,5,73.42,Tue
11524,4,88.46,Wed
11524,7,98.43,Thu
11524,3,97.47,Mon
11524,10,182.96,Wed
11527,2,40.55,Wed
11527,5,86.95,Fri
11527,3,58.97,Tue
11527,3,41.97,Wed
11527,2,29.48,Mon
11533,1,14.37,Tue
11533,2,27.74,Tue
11533,2,29.53,Mon
11533,2,27.94,Wed
11533,1,12.99,Fri
11536,2,24.48,Fri
11536,1,31.49,Thu
11536,1,5.99,Wed
11536,3,75.91,Mon
11536,1,24.9,Tue
11537,1,15.96,Tue
11537,1,14.96,Thu
11537,1,13.97,Mon
11537,1,25.37,Fri
11537,4,53.96,Thu
11538,2,23.76,Thu
11538,3,37.45,Mon
11538,1,12.58,Wed
