id,amount,bank,operation,type,k_symbol
2447,121.8,nan,nan,PRIJEM,UROK
2447,6900.0,nan,VYBER,VYDAJ,nan
2447,14264.0,nan,VKLAD,PRIJEM,nan
2447,168.0,nan,nan,PRIJEM,UROK
2447,9100.0,nan,VYBER,VYDAJ,nan
2447,14264.0,nan,VKLAD,PRIJEM,nan
2448,1100.0,nan,VKLAD,PRIJEM,nan
2448,11548.0,nan,VKLAD,PRIJEM,nan
2448,13.6,nan,nan,PRIJEM,UROK
2448,44064.0,nan,VKLAD,PRIJEM,nan
2448,11465.0,nan,VKLAD,PRIJEM,nan
2448,23900.0,nan,VYBER,VYDAJ,nan
2448,139.5,nan,nan,PRIJEM,UROK
2448,11500.0,nan,VYBER,VYDAJ,nan
2448,184.5,nan,nan,PRIJEM,UROK
2448,37216.0,nan,VKLAD,PRIJEM,nan
2448,11449.0,nan,VKLAD,PRIJEM,nan
2449,600.0,nan,VKLAD,PRIJEM,nan
2449,20025.0,nan,VKLAD,PRIJEM,nan
2449,1400.0,nan,VKLAD,PRIJEM,nan
2449,73.4,nan,nan,PRIJEM,UROK
2449,30037.5,nan,VKLAD,PRIJEM,nan
2449,13800.0,nan,VYBER,VYDAJ,nan
2449,146.6,nan,nan,PRIJEM,UROK
2449,20025.0,nan,VKLAD,PRIJEM,nan
2449,19200.0,nan,VYBER,VYDAJ,nan
2449,163.1,nan,nan,PRIJEM,UROK
2449,20025.0,nan,VKLAD,PRIJEM,nan
2450,700.0,nan,VKLAD,PRIJEM,nan
2450,30058.0,KL,PREVOD Z UCTU,PRIJEM,nan
2450,101.6,nan,nan,PRIJEM,UROK
2450,3500.0,nan,VYBER,VYDAJ,nan
2450,30058.0,KL,PREVOD Z UCTU,PRIJEM,nan
2450,217.7,nan,nan,PRIJEM,UROK
2450,13000.0,nan,VYBER,VYDAJ,nan
2450,30058.0,KL,PREVOD Z UCTU,PRIJEM,nan
2450,296.8,nan,nan,PRIJEM,UROK
2450,24100.0,nan,VYBER,VYDAJ,nan
2450,30058.0,KL,PREVOD Z UCTU,PRIJEM,nan
2451,600.0,nan,VKLAD,PRIJEM,nan
2451,4882.0,ST,PREVOD Z UCTU,PRIJEM,DUCHOD
2451,4882.0,ST,PREVOD Z UCTU,PRIJEM,DUCHOD
2451,4882.0,ST,PREVOD Z UCTU,PRIJEM,DUCHOD
2451,4882.0,ST,PREVOD Z UCTU,PRIJEM,DUCHOD
2451,4882.0,ST,PREVOD Z UCTU,PRIJEM,DUCHOD
2451,3440.0,nan,VYBER,VYDAJ,nan
2451,14.6,nan,VYBER,VYDAJ,SLUZBY
2451,50.9,nan,nan,PRIJEM,UROK
2451,3254.0,KL,PREVOD NA UCET,VYDAJ,SIPO
2451,4882.0,ST,PREVOD Z UCTU,PRIJEM,DUCHOD
2452,500.0,nan,VKLAD,PRIJEM,nan
2452,17892.0,nan,VKLAD,PRIJEM,nan
2452,400.0,nan,VYBER,VYDAJ,nan
2452,56.8,nan,nan,PRIJEM,UROK
2452,17892.0,nan,VKLAD,PRIJEM,nan
2452,75.2,nan,nan,PRIJEM,UROK
2452,10000.0,nan,VYBER,VYDAJ,nan
2452,17892.0,nan,VKLAD,PRIJEM,nan
2452,155.1,nan,nan,PRIJEM,UROK
2452,9500.0,nan,VYBER,VYDAJ,nan
2452,17892.0,nan,VKLAD,PRIJEM,nan
2453,1100.0,nan,VKLAD,PRIJEM,nan
2453,30121.5,nan,VKLAD,PRIJEM,nan
2453,82.4,nan,nan,PRIJEM,UROK
2453,2900.0,nan,VYBER,VYDAJ,nan
2453,20081.0,nan,VKLAD,PRIJEM,nan
2453,176.5,nan,nan,PRIJEM,UROK
2453,10900.0,nan,VYBER,VYDAJ,nan
2453,20081.0,nan,VKLAD,PRIJEM,nan
2453,15200.0,nan,VYBER,VYDAJ,nan
2453,225.2,nan,nan,PRIJEM,UROK
2453,20081.0,nan,VKLAD,PRIJEM,nan
2454,800.0,nan,VKLAD,PRIJEM,nan
2454,24266.0,nan,VKLAD,PRIJEM,nan
2454,400.0,nan,VKLAD,PRIJEM,nan
2454,20.5,nan,nan,PRIJEM,UROK
2454,36399.0,nan,VKLAD,PRIJEM,nan
2454,16900.0,nan,VYBER,VYDAJ,nan
2454,122.4,nan,nan,PRIJEM,UROK
2454,24266.0,nan,VKLAD,PRIJEM,nan
2454,23000.0,nan,VYBER,VYDAJ,nan
2454,188.7,nan,nan,PRIJEM,UROK
2454,24266.0,nan,VKLAD,PRIJEM,nan
2455,600.0,nan,VKLAD,PRIJEM,nan
2455,15678.0,nan,VKLAD,PRIJEM,nan
2455,1400.0,nan,VKLAD,PRIJEM,nan
2455,26.1,nan,nan,PRIJEM,UROK
2455,15678.0,nan,VKLAD,PRIJEM,nan
2455,2400.0,nan,VYBER,VYDAJ,nan
2455,94.0,nan,nan,PRIJEM,UROK
2455,23517.0,nan,VKLAD,PRIJEM,nan
2455,17200.0,nan,VYBER,VYDAJ,nan
2455,139.4,nan,nan,PRIJEM,UROK
2455,15678.0,nan,VKLAD,PRIJEM,nan
2456,700.0,nan,VKLAD,PRIJEM,nan
2456,21432.0,nan,VKLAD,PRIJEM,nan
2456,59.5,nan,nan,PRIJEM,UROK
2456,300.0,nan,VKLAD,PRIJEM,nan
2456,32148.0,nan,VKLAD,PRIJEM,nan
2456,178.0,nan,nan,PRIJEM,UROK
2456,16200.0,nan,VYBER,VYDAJ,nan
2456,21432.0,nan,VKLAD,PRIJEM,nan
2456,19400.0,nan,VYBER,VYDAJ,nan
2456,239.6,nan,nan,PRIJEM,UROK
2456,21432.0,nan,VKLAD,PRIJEM,nan
2457,900.0,nan,VKLAD,PRIJEM,nan
2457,19323.0,nan,VKLAD,PRIJEM,nan
2457,61.8,nan,nan,PRIJEM,UROK
2457,3200.0,nan,VKLAD,PRIJEM,nan
2457,12882.0,nan,VKLAD,PRIJEM,nan
2457,134.2,nan,nan,PRIJEM,UROK
2457,4700.0,nan,VYBER,VYDAJ,nan
2457,12882.0,nan,VKLAD,PRIJEM,nan
2457,177.2,nan,nan,PRIJEM,UROK
2457,9000.0,nan,VYBER,VYDAJ,nan
2457,12882.0,nan,VKLAD,PRIJEM,nan
2458,600.0,nan,VKLAD,PRIJEM,nan
2458,4984.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
2458,16.5,nan,nan,PRIJEM,UROK
2458,4984.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
2458,23.3,nan,nan,PRIJEM,UROK
2458,4984.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
2458,23.3,nan,nan,PRIJEM,UROK
2458,4984.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
2458,23.3,nan,nan,PRIJEM,UROK
2458,4984.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
2458,2563.0,CD,PREVOD NA UCET,VYDAJ,SIPO
2459,600.0,nan,VKLAD,PRIJEM,nan
2459,16846.0,nan,VKLAD,PRIJEM,nan
2459,4200.0,nan,VKLAD,PRIJEM,nan
2459,30.1,nan,nan,PRIJEM,UROK
2459,11231.0,nan,VKLAD,PRIJEM,nan
2459,3800.0,nan,VYBER,VYDAJ,nan
2459,101.2,nan,nan,PRIJEM,UROK
2459,11231.0,nan,VKLAD,PRIJEM,nan
2459,8800.0,nan,VYBER,VYDAJ,nan
2459,125.4,nan,nan,PRIJEM,UROK
2459,11231.0,nan,VKLAD,PRIJEM,nan
2460,1000.0,nan,VKLAD,PRIJEM,nan
2460,12100.0,nan,VKLAD,PRIJEM,nan
2460,49856.0,nan,VKLAD,PRIJEM,nan
2460,17500.0,nan,VYBER,VYDAJ,nan
2460,56.8,nan,nan,PRIJEM,UROK
2460,10400.0,nan,VYBER,VYDAJ,nan
2460,189.4,nan,nan,PRIJEM,UROK
2460,40732.0,nan,VKLAD,PRIJEM,nan
2460,41808.0,nan,VKLAD,PRIJEM,nan
2460,23500.0,nan,VYBER,VYDAJ,nan
2460,32300.0,nan,VYBER,VYDAJ,nan
2461,400.0,nan,VKLAD,PRIJEM,nan
2461,12015.0,nan,VKLAD,PRIJEM,nan
2461,35.1,nan,nan,PRIJEM,UROK
2461,1600.0,nan,VKLAD,PRIJEM,nan
2461,12015.0,nan,VKLAD,PRIJEM,nan
2461,92.1,nan,nan,PRIJEM,UROK
2461,1200.0,nan,VYBER,VYDAJ,nan
2461,12015.0,nan,VKLAD,PRIJEM,nan
2461,140.4,nan,nan,PRIJEM,UROK
2461,8500.0,nan,VYBER,VYDAJ,nan
2461,12015.0,nan,VKLAD,PRIJEM,nan
2462,400.0,nan,VKLAD,PRIJEM,nan
2462,13200.0,nan,VKLAD,PRIJEM,nan
2462,6500.0,nan,VKLAD,PRIJEM,nan
2462,3700.0,nan,VKLAD,PRIJEM,nan
2462,26840.0,nan,VKLAD,PRIJEM,nan
2462,14700.0,nan,VYBER,VYDAJ,nan
2462,104.8,nan,nan,PRIJEM,UROK
2462,8000.0,nan,VYBER,VYDAJ,nan
2462,149.8,nan,nan,PRIJEM,UROK
2462,500.0,nan,VKLAD,PRIJEM,nan
2462,149.8,nan,nan,PRIJEM,UROK
2463,10427.0,nan,VKLAD,PRIJEM,nan
2463,1000.0,nan,VKLAD,PRIJEM,nan
2463,36.5,nan,nan,PRIJEM,UROK
2463,10427.0,nan,VKLAD,PRIJEM,nan
2463,2500.0,nan,VKLAD,PRIJEM,nan
2463,89.4,nan,nan,PRIJEM,UROK
2463,1700.0,nan,VYBER,VYDAJ,nan
2463,10427.0,nan,VKLAD,PRIJEM,nan
2463,129.8,nan,nan,PRIJEM,UROK
2463,6100.0,nan,VYBER,VYDAJ,nan
2463,15640.5,nan,VKLAD,PRIJEM,nan
2464,800.0,nan,VKLAD,PRIJEM,nan
2464,17020.0,nan,VKLAD,PRIJEM,nan
2464,3700.0,nan,VKLAD,PRIJEM,nan
2464,17.9,nan,nan,PRIJEM,UROK
2464,17020.0,nan,VKLAD,PRIJEM,nan
2464,4400.0,nan,VYBER,VYDAJ,nan
2464,101.6,nan,nan,PRIJEM,UROK
2464,25530.0,nan,VKLAD,PRIJEM,nan
2464,14300.0,nan,VYBER,VYDAJ,nan
2464,153.3,nan,nan,PRIJEM,UROK
2464,17020.0,nan,VKLAD,PRIJEM,nan
2465,200.0,nan,VKLAD,PRIJEM,nan
2465,35929.0,EF,PREVOD Z UCTU,PRIJEM,nan
2465,6700.0,nan,VYBER,VYDAJ,nan
2465,45.0,nan,nan,PRIJEM,UROK
2465,35929.0,EF,PREVOD Z UCTU,PRIJEM,nan
2465,21200.0,nan,VYBER,VYDAJ,nan
2465,146.4,nan,nan,PRIJEM,UROK
2465,53894.0,EF,PREVOD Z UCTU,PRIJEM,nan
2465,35700.0,nan,VYBER,VYDAJ,nan
2465,214.7,nan,nan,PRIJEM,UROK
2465,35929.0,EF,PREVOD Z UCTU,PRIJEM,nan
2466,900.0,nan,VKLAD,PRIJEM,nan
2466,21013.0,nan,VKLAD,PRIJEM,nan
2466,1300.0,nan,VKLAD,PRIJEM,nan
2466,34.3,nan,nan,PRIJEM,UROK
2466,21013.0,nan,VKLAD,PRIJEM,nan
2466,12900.0,nan,VYBER,VYDAJ,nan
2466,109.2,nan,nan,PRIJEM,UROK
2466,21013.0,nan,VKLAD,PRIJEM,nan
2466,14400.0,nan,VYBER,VYDAJ,nan
2466,141.5,nan,nan,PRIJEM,UROK
2466,21013.0,nan,VKLAD,PRIJEM,nan
2467,200.0,nan,VKLAD,PRIJEM,nan
2467,23079.0,nan,VKLAD,PRIJEM,nan
2467,68.8,nan,nan,PRIJEM,UROK
2467,2300.0,nan,VYBER,VYDAJ,nan
2467,23079.0,nan,VKLAD,PRIJEM,nan
2467,155.9,nan,nan,PRIJEM,UROK
2467,13500.0,nan,VYBER,VYDAJ,nan
2467,23079.0,nan,VKLAD,PRIJEM,nan
2467,212.6,nan,nan,PRIJEM,UROK
2467,18500.0,nan,VYBER,VYDAJ,nan
2467,23079.0,nan,VKLAD,PRIJEM,nan
2468,900.0,nan,VKLAD,PRIJEM,nan
2468,6179.0,ST,PREVOD Z UCTU,PRIJEM,DUCHOD
2468,6179.0,ST,PREVOD Z UCTU,PRIJEM,DUCHOD
2468,6179.0,ST,PREVOD Z UCTU,PRIJEM,DUCHOD
2468,6179.0,ST,PREVOD Z UCTU,PRIJEM,DUCHOD
2468,2100.0,nan,VYBER,VYDAJ,nan
2468,42.5,nan,nan,PRIJEM,UROK
2468,3861.0,MN,PREVOD NA UCET,VYDAJ,SIPO
2468,6179.0,ST,PREVOD Z UCTU,PRIJEM,DUCHOD
2468,450.0,nan,VYBER,VYDAJ,nan
2468,1500.0,nan,VYBER,VYDAJ,nan
2469,1100.0,nan,VKLAD,PRIJEM,nan
2469,43114.0,nan,VKLAD,PRIJEM,nan
2469,27982.0,nan,VKLAD,PRIJEM,nan
2469,122.6,nan,nan,PRIJEM,UROK
2469,11562.0,nan,VKLAD,PRIJEM,nan
2469,30700.0,nan,VYBER,VYDAJ,nan
2469,236.9,nan,nan,PRIJEM,UROK
2469,30341.0,nan,VKLAD,PRIJEM,nan
2469,28500.0,nan,VYBER,VYDAJ,nan
2469,228.8,nan,nan,PRIJEM,UROK
2469,13800.0,nan,VYBER,VYDAJ,nan
2470,900.0,nan,VKLAD,PRIJEM,nan
2470,5046.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
2470,5046.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
2470,5046.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
2470,5046.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
2470,5046.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
2470,14.6,nan,VYBER,VYDAJ,SLUZBY
2470,3.5,nan,nan,PRIJEM,UROK
2470,1718.0,OP,PREVOD NA UCET,VYDAJ,nan
2470,409.0,OP,PREVOD NA UCET,VYDAJ,SIPO
2470,5046.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
2471,400.0,nan,VKLAD,PRIJEM,nan
2471,4281.0,QR,PREVOD Z UCTU,PRIJEM,DUCHOD
2471,13.8,nan,nan,PRIJEM,UROK
2471,4281.0,QR,PREVOD Z UCTU,PRIJEM,DUCHOD
2471,19.5,nan,nan,PRIJEM,UROK
2471,4281.0,QR,PREVOD Z UCTU,PRIJEM,DUCHOD
2471,19.5,nan,nan,PRIJEM,UROK
2471,4281.0,QR,PREVOD Z UCTU,PRIJEM,DUCHOD
2471,19.5,nan,nan,PRIJEM,UROK
2471,4281.0,QR,PREVOD Z UCTU,PRIJEM,DUCHOD
2471,3840.0,nan,VYBER,VYDAJ,nan
2472,1000.0,nan,VKLAD,PRIJEM,nan
2472,3406.0,CD,PREVOD Z UCTU,PRIJEM,nan
2472,3406.0,CD,PREVOD Z UCTU,PRIJEM,nan
2472,3406.0,CD,PREVOD Z UCTU,PRIJEM,nan
2472,3406.0,CD,PREVOD Z UCTU,PRIJEM,nan
2472,3406.0,CD,PREVOD Z UCTU,PRIJEM,nan
2472,1367.0,MN,PREVOD NA UCET,VYDAJ,nan
2472,486.0,WX,PREVOD NA UCET,VYDAJ,SIPO
2472,417.0,CD,PREVOD NA UCET,VYDAJ,POJISTNE
2472,990.0,nan,VYBER,VYDAJ,nan
2472,900.0,nan,VYBER,VYDAJ,nan
2473,600.0,nan,VKLAD,PRIJEM,nan
2473,7203.0,nan,VKLAD,PRIJEM,nan
2473,8500.0,nan,VKLAD,PRIJEM,nan
2473,4.5,nan,nan,PRIJEM,UROK
2473,7203.0,nan,VKLAD,PRIJEM,nan
2473,500.0,nan,VYBER,VYDAJ,nan
2473,70.6,nan,nan,PRIJEM,UROK
2473,10804.5,nan,VKLAD,PRIJEM,nan
2473,4000.0,nan,VYBER,VYDAJ,nan
2473,98.7,nan,nan,PRIJEM,UROK
2473,7203.0,nan,VKLAD,PRIJEM,nan
2474,300.0,nan,VKLAD,PRIJEM,nan
2474,10300.0,nan,VKLAD,PRIJEM,nan
2474,9100.0,nan,VKLAD,PRIJEM,nan
2474,1000.0,nan,VKLAD,PRIJEM,nan
2474,1800.0,nan,VKLAD,PRIJEM,nan
2474,1400.0,nan,VYBER,VYDAJ,nan
2474,900.0,nan,VKLAD,PRIJEM,nan
2474,7748.0,nan,VKLAD,PRIJEM,nan
2474,5400.0,nan,VYBER,VYDAJ,nan
2474,55.6,nan,nan,PRIJEM,UROK
2474,2400.0,nan,VYBER,VYDAJ,nan
2475,800.0,nan,VKLAD,PRIJEM,nan
2475,8475.0,nan,VKLAD,PRIJEM,nan
2475,7100.0,nan,VKLAD,PRIJEM,nan
2475,11.0,nan,nan,PRIJEM,UROK
2475,8475.0,nan,VKLAD,PRIJEM,nan
2475,2500.0,nan,VYBER,VYDAJ,nan
2475,72.4,nan,nan,PRIJEM,UROK
2475,8475.0,nan,VKLAD,PRIJEM,nan
2475,8800.0,nan,VYBER,VYDAJ,nan
2475,93.0,nan,nan,PRIJEM,UROK
2475,12712.0,nan,VKLAD,PRIJEM,nan
2476,600.0,nan,VKLAD,PRIJEM,nan
2476,5500.0,EF,PREVOD Z UCTU,PRIJEM,DUCHOD
2476,5500.0,EF,PREVOD Z UCTU,PRIJEM,DUCHOD
2476,5500.0,EF,PREVOD Z UCTU,PRIJEM,DUCHOD
2476,5500.0,EF,PREVOD Z UCTU,PRIJEM,DUCHOD
2476,5500.0,EF,PREVOD Z UCTU,PRIJEM,DUCHOD
2476,4000.0,nan,VYBER,VYDAJ,nan
2476,880.0,nan,VYBER,VYDAJ,nan
2476,14.6,nan,VYBER,VYDAJ,SLUZBY
2476,35.4,nan,nan,PRIJEM,UROK
2476,3625.0,OP,PREVOD NA UCET,VYDAJ,SIPO
2477,700.0,nan,VKLAD,PRIJEM,nan
2477,6362.0,ST,PREVOD Z UCTU,PRIJEM,DUCHOD
2477,6362.0,ST,PREVOD Z UCTU,PRIJEM,DUCHOD
2477,6362.0,ST,PREVOD Z UCTU,PRIJEM,DUCHOD
2477,6362.0,ST,PREVOD Z UCTU,PRIJEM,DUCHOD
2477,2100.0,nan,VYBER,VYDAJ,nan
2477,22.6,nan,nan,PRIJEM,UROK
2477,6362.0,ST,PREVOD Z UCTU,PRIJEM,DUCHOD
2477,11100.0,nan,VYBER,VYDAJ,nan
2477,14.6,nan,VYBER,VYDAJ,SLUZBY
2477,95.0,nan,nan,PRIJEM,UROK
2478,400.0,nan,VKLAD,PRIJEM,nan
2478,15238.0,nan,VKLAD,PRIJEM,nan
2478,4600.0,nan,VKLAD,PRIJEM,nan
2478,30.1,nan,nan,PRIJEM,UROK
2478,15238.0,nan,VKLAD,PRIJEM,nan
2478,7900.0,nan,VYBER,VYDAJ,nan
2478,95.2,nan,nan,PRIJEM,UROK
2478,15238.0,nan,VKLAD,PRIJEM,nan
2478,10400.0,nan,VYBER,VYDAJ,nan
2478,122.6,nan,nan,PRIJEM,UROK
2478,15238.0,nan,VKLAD,PRIJEM,nan
2479,800.0,nan,VKLAD,PRIJEM,nan
2479,38870.0,nan,VKLAD,PRIJEM,nan
2479,1600.0,nan,VKLAD,PRIJEM,nan
2479,1600.0,nan,VKLAD,PRIJEM,nan
2479,88.9,nan,nan,PRIJEM,UROK
2479,10000.0,nan,VYBER,VYDAJ,nan
2479,1600.0,nan,VKLAD,PRIJEM,nan
2479,1600.0,nan,VKLAD,PRIJEM,nan
2479,164.9,nan,nan,PRIJEM,UROK
2479,14.6,nan,VYBER,VYDAJ,SLUZBY
2479,3100.0,nan,VYBER,VYDAJ,nan
2480,600.0,nan,VKLAD,PRIJEM,nan
2480,2901.0,IJ,PREVOD Z UCTU,PRIJEM,nan
2480,9.4,nan,nan,PRIJEM,UROK
2480,2901.0,IJ,PREVOD Z UCTU,PRIJEM,nan
2480,14.6,nan,nan,PRIJEM,UROK
2480,2901.0,IJ,PREVOD Z UCTU,PRIJEM,nan
2480,14.6,nan,nan,PRIJEM,UROK
2480,2901.0,IJ,PREVOD Z UCTU,PRIJEM,nan
2480,14.6,nan,nan,PRIJEM,UROK
2480,2901.0,IJ,PREVOD Z UCTU,PRIJEM,nan
2480,16.2,nan,nan,PRIJEM,UROK
2481,700.0,nan,VKLAD,PRIJEM,nan
2481,3270.0,GH,PREVOD Z UCTU,PRIJEM,nan
2481,3270.0,GH,PREVOD Z UCTU,PRIJEM,nan
2481,3270.0,GH,PREVOD Z UCTU,PRIJEM,nan
2481,3270.0,GH,PREVOD Z UCTU,PRIJEM,nan
2481,3270.0,GH,PREVOD Z UCTU,PRIJEM,nan
2481,2180.0,ST,PREVOD NA UCET,VYDAJ,nan
2481,50.0,nan,nan,PRIJEM,UROK
2481,14.6,nan,VYBER,VYDAJ,SLUZBY
2481,750.0,nan,VYBER,VYDAJ,nan
2481,3270.0,GH,PREVOD Z UCTU,PRIJEM,nan
2482,900.0,nan,VKLAD,PRIJEM,nan
2482,22239.0,nan,VKLAD,PRIJEM,nan
2482,1500.0,nan,VKLAD,PRIJEM,nan
2482,41.1,nan,nan,PRIJEM,UROK
2482,14826.0,nan,VKLAD,PRIJEM,nan
2482,7000.0,nan,VYBER,VYDAJ,nan
2482,116.4,nan,nan,PRIJEM,UROK
2482,14826.0,nan,VKLAD,PRIJEM,nan
2482,6000.0,nan,VYBER,VYDAJ,nan
2482,152.3,nan,nan,PRIJEM,UROK
2482,14826.0,nan,VKLAD,PRIJEM,nan
2483,1100.0,nan,VKLAD,PRIJEM,nan
2483,24381.0,nan,VKLAD,PRIJEM,nan
2483,1400.0,nan,VYBER,VYDAJ,nan
2483,10.8,nan,nan,PRIJEM,UROK
2483,24381.0,nan,VKLAD,PRIJEM,nan
2483,10200.0,nan,VYBER,VYDAJ,nan
2483,108.0,nan,nan,PRIJEM,UROK
2483,24381.0,nan,VKLAD,PRIJEM,nan
2483,19000.0,nan,VYBER,VYDAJ,nan
2483,162.5,nan,nan,PRIJEM,UROK
2483,24381.0,nan,VKLAD,PRIJEM,nan
2484,400.0,nan,VKLAD,PRIJEM,nan
2484,2976.0,YZ,PREVOD Z UCTU,PRIJEM,nan
2484,12300.0,nan,VKLAD,PRIJEM,nan
2484,35.8,nan,nan,PRIJEM,UROK
2484,2976.0,YZ,PREVOD Z UCTU,PRIJEM,nan
2484,3100.0,nan,VKLAD,PRIJEM,nan
2484,79.7,nan,nan,PRIJEM,UROK
2484,2976.0,YZ,PREVOD Z UCTU,PRIJEM,nan
2484,1000.0,nan,VKLAD,PRIJEM,nan
2484,100.6,nan,nan,PRIJEM,UROK
2484,2976.0,YZ,PREVOD Z UCTU,PRIJEM,nan
2485,300.0,nan,VKLAD,PRIJEM,nan
2485,3484.0,GH,PREVOD Z UCTU,PRIJEM,nan
2485,3484.0,GH,PREVOD Z UCTU,PRIJEM,nan
2485,3484.0,GH,PREVOD Z UCTU,PRIJEM,nan
2485,3484.0,GH,PREVOD Z UCTU,PRIJEM,nan
2485,2600.0,nan,VYBER,VYDAJ,nan
2485,31.3,nan,nan,PRIJEM,UROK
2485,3484.0,GH,PREVOD Z UCTU,PRIJEM,nan
2485,211.0,IJ,PREVOD NA UCET,VYDAJ,nan
2485,2900.0,nan,VYBER,VYDAJ,nan
2485,57.4,nan,nan,PRIJEM,UROK
2486,900.0,nan,VKLAD,PRIJEM,nan
2486,12395.0,nan,VKLAD,PRIJEM,nan
2486,48.2,nan,nan,PRIJEM,UROK
2486,6400.0,nan,VKLAD,PRIJEM,nan
2486,12395.0,nan,VKLAD,PRIJEM,nan
2486,122.7,nan,nan,PRIJEM,UROK
2486,12395.0,nan,VKLAD,PRIJEM,nan
2486,11200.0,nan,VYBER,VYDAJ,nan
2486,179.3,nan,nan,PRIJEM,UROK
2486,2400.0,nan,VYBER,VYDAJ,nan
2486,12395.0,nan,VKLAD,PRIJEM,nan
2487,1000.0,nan,VKLAD,PRIJEM,nan
2487,1300.0,nan,VKLAD,PRIJEM,nan
2487,4.9,nan,nan,PRIJEM,UROK
2487,11500.0,nan,VKLAD,PRIJEM,nan
2487,1300.0,nan,VKLAD,PRIJEM,nan
2487,38.0,nan,nan,PRIJEM,UROK
2487,7300.0,nan,VKLAD,PRIJEM,nan
2487,1300.0,nan,VKLAD,PRIJEM,nan
2487,83.8,nan,nan,PRIJEM,UROK
2487,1900.0,nan,VYBER,VYDAJ,nan
2487,23665.0,nan,VKLAD,PRIJEM,nan
2488,900.0,nan,VKLAD,PRIJEM,nan
2488,12400.0,nan,VKLAD,PRIJEM,nan
2488,7100.0,nan,VKLAD,PRIJEM,nan
2488,2400.0,nan,VKLAD,PRIJEM,nan
2488,1000.0,nan,VYBER,VYDAJ,nan
2488,34673.0,nan,VKLAD,PRIJEM,nan
2488,15300.0,nan,VYBER,VYDAJ,nan
2488,71.9,nan,nan,PRIJEM,UROK
2488,7500.0,nan,VYBER,VYDAJ,nan
2488,171.6,nan,nan,PRIJEM,UROK
2488,7500.0,nan,VYBER,VYDAJ,nan
2489,200.0,nan,VKLAD,PRIJEM,nan
2489,15263.0,nan,VKLAD,PRIJEM,nan
2489,3300.0,nan,VKLAD,PRIJEM,nan
2489,22.3,nan,nan,PRIJEM,UROK
2489,15263.0,nan,VKLAD,PRIJEM,nan
2489,4500.0,nan,VYBER,VYDAJ,nan
2489,91.2,nan,nan,PRIJEM,UROK
2489,15263.0,nan,VKLAD,PRIJEM,nan
2489,8800.0,nan,VYBER,VYDAJ,nan
2489,131.3,nan,nan,PRIJEM,UROK
2489,15263.0,nan,VKLAD,PRIJEM,nan
2490,900.0,nan,VKLAD,PRIJEM,nan
2490,19934.0,nan,VKLAD,PRIJEM,nan
2490,2100.0,nan,VKLAD,PRIJEM,nan
2490,12.7,nan,nan,PRIJEM,UROK
2490,19934.0,nan,VKLAD,PRIJEM,nan
2490,8400.0,nan,VYBER,VYDAJ,nan
2490,103.3,nan,nan,PRIJEM,UROK
2490,19934.0,nan,VKLAD,PRIJEM,nan
2490,14200.0,nan,VYBER,VYDAJ,nan
2490,147.7,nan,nan,PRIJEM,UROK
2490,29901.0,nan,VKLAD,PRIJEM,nan
2491,200.0,nan,VKLAD,PRIJEM,nan
2491,37930.0,AB,PREVOD Z UCTU,PRIJEM,nan
2491,10600.0,nan,VYBER,VYDAJ,nan
2491,66.6,nan,nan,PRIJEM,UROK
2491,37930.0,AB,PREVOD Z UCTU,PRIJEM,nan
2491,21800.0,nan,VYBER,VYDAJ,nan
2491,155.2,nan,nan,PRIJEM,UROK
2491,37930.0,AB,PREVOD Z UCTU,PRIJEM,nan
2491,29400.0,nan,VYBER,VYDAJ,nan
2491,204.4,nan,nan,PRIJEM,UROK
2491,37930.0,AB,PREVOD Z UCTU,PRIJEM,nan
2492,1100.0,nan,VKLAD,PRIJEM,nan
2492,6654.0,MN,PREVOD Z UCTU,PRIJEM,DUCHOD
2492,6654.0,MN,PREVOD Z UCTU,PRIJEM,DUCHOD
2492,6654.0,MN,PREVOD Z UCTU,PRIJEM,DUCHOD
2492,1500.0,nan,VYBER,VYDAJ,nan
2492,26.3,nan,nan,PRIJEM,UROK
2492,6654.0,MN,PREVOD Z UCTU,PRIJEM,DUCHOD
2492,4400.0,nan,VYBER,VYDAJ,nan
2492,84.7,nan,nan,PRIJEM,UROK
2492,6654.0,MN,PREVOD Z UCTU,PRIJEM,DUCHOD
2492,2300.0,nan,VYBER,VYDAJ,nan
2493,1100.0,nan,VKLAD,PRIJEM,nan
2493,17001.0,GH,PREVOD Z UCTU,PRIJEM,nan
2493,65.7,nan,nan,PRIJEM,UROK
2493,3600.0,nan,VKLAD,PRIJEM,nan
2493,17001.0,GH,PREVOD Z UCTU,PRIJEM,nan
2493,150.1,nan,nan,PRIJEM,UROK
2493,8600.0,nan,VYBER,VYDAJ,nan
